time,Addis Ababa ,Alemaya,Ambo ,Arba Minch,Awassa,Bahir Dar ,Debre Berhan,Debre Markos,Debre Tabor,Gambela,Gondar ,Gore,Humera,Jinka,Mankush,Mehal Meda ,Metehara ,Metema,Nedjo,Sirinka
2020-03-26,3.285,0.105000004,0.0,1.02,0.0,0.0,1.4549999,0.0,0.0,0.0,0.0,0.0,0.0,5.485,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-27,2.42,0.0,0.0,2.43,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.17,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-28,1.53,0.0,0.0,6.435,0.0,0.0,3.5849998,0.0,0.0,0.0,0.0,0.0,0.0,28.16,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-29,0.0,0.37499997,0.39999998,5.2099996,0.0,0.0,0.0,0.385,0.0,0.005,0.51,0.0,0.0,7.745001,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-30,0.19999999,0.0,0.17,0.215,4.9599996,0.0,0.0,0.0,0.0,0.0,0.065,0.0,0.0,0.0,0.0,0.0,4.725,0.0,0.0,0.0
2020-03-31,3.8649998,4.64,0.0,9.025,3.875,0.0,3.54,0.0,0.29000002,0.0,0.88000005,0.114999995,0.0,5.2000003,0.0,0.0,5.13,0.0,0.0,0.0
2020-04-01,2.275,9.525001,0.255,22.529999,1.03,0.0,0.555,0.0,0.0,2.3749998,0.26999998,2.69,0.0,13.665001,0.0,0.0,4.235,0.0,0.0,0.0
2020-04-02,19.929996,3.045,6.195,3.705,4.58,0.0,0.0,1.0799999,0.0,0.0,0.0,0.48,0.0,14.73,0.0,0.0,18.984999,0.0,0.0,0.0
2020-04-03,0.99,0.53,7.575,11.775001,0.114999995,0.0,0.0,0.015,0.0,0.0,0.0,0.33499998,0.0,24.135,0.0,0.0,0.685,0.0,0.0,0.0
2020-04-04,16.550001,0.48,0.07,0.0,0.58,2.7049997,0.125,3.0549998,0.0,0.585,0.0,3.3049998,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-05,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.635,1.285,1.87,0.0,6.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.155,0.0,0.035,0.0,1.905,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0
2020-04-07,0.099999994,0.13,0.0,0.0,0.0,0.0,0.0,0.08499999,0.0,7.3549995,0.074999996,4.465,5.645,0.0,0.0,0.0,0.0,0.28,0.0,0.0
2020-04-08,0.0,0.0,0.715,0.0,0.065,0.0,0.0,0.0,0.0,0.07,0.0,0.125,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0
2020-04-09,30.989998,0.0,0.0,0.0,1.115,0.0,0.13499999,0.30499998,0.024999999,6.425,4.175,11.124998,0.0,0.0,2.235,0.0,0.0,0.11,16.374998,0.0
2020-04-10,0.66499996,1.215,3.545,18.289999,1.23,0.54999995,0.0,4.8849998,0.775,1.9849999,2.4250002,24.794998,0.165,7.2699995,0.32,0.0,0.0,6.9699993,8.054999,0.0
2020-04-11,1.4849999,3.9449997,0.08,10.684999,15.594999,0.66999996,0.265,1.145,2.2599998,9.24,15.679999,2.325,0.0,4.5249996,0.005,0.0,0.0,0.23999998,2.035,0.01
2020-04-12,28.559998,7.6849985,5.16,0.20499998,5.339999,0.0,2.06,20.945,24.300001,24.79,16.199999,15.26,0.0,30.284998,0.0,0.0,4.005,0.15999998,1.7449999,3.7499995
2020-04-13,5.995,2.395,4.87,6.7799997,4.0849996,0.114999995,11.61,4.315,6.829999,0.0,3.3200002,3.5950003,0.155,23.510004,0.0,2.5149996,24.310001,0.015,0.015,22.06
2020-04-14,15.929998,5.885,42.854992,9.940001,15.224999,0.0,0.35499996,0.125,0.075,0.0,0.015,0.01,0.0,9.859999,0.0,0.79499996,0.8299999,0.0,0.0,32.075
2020-04-15,18.28,7.394999,8.6449995,34.374996,2.5649998,0.0,2.2799997,6.5099993,0.24999999,0.0,0.0,0.45,0.0,18.264997,0.0,3.1499999,8.425001,0.0,0.0,1.0699999
2020-04-16,14.27,1.9650002,5.9800005,25.794998,30.954998,0.0,4.6349998,3.455,0.0,0.0,0.0,0.0,0.0,0.5,0.0,4.465,0.265,0.0,0.0,3.27
2020-04-17,11.360001,12.745001,28.005001,4.0449996,27.735004,0.0,2.23,2.7099998,1.0899999,0.085,0.0,0.0,0.0,8.084999,0.0,7.325,0.155,0.0,0.37,19.074999
2020-04-18,43.324997,25.36,4.1450005,2.735,7.84,0.005,20.244999,1.5449998,0.0,0.0,6.995,0.035,0.0,15.33,1.54,44.194996,24.974998,0.0,0.17,10.695
2020-04-19,3.3949995,16.785,1.9950001,2.3100004,6.494999,0.655,25.795002,0.0,0.94499993,8.3,0.7599999,1.525,0.0,2.9399998,4.1549997,23.259998,14.24,0.48499998,0.85,14.949998
2020-04-20,47.095,3.2050004,1.4199998,24.810001,13.749999,0.575,6.275,2.4899998,0.86,0.625,0.005,0.0,0.0,6.7750006,4.585,7.205,13.16,0.055,1.255,30.804996
2020-04-21,2.05,7.5150003,0.095,4.509999,20.879997,0.0,2.1550002,0.0,0.055,0.0,0.58,0.0,0.0,4.95,0.0,0.36999997,17.045004,0.0,0.0,0.0
2020-04-22,1.52,16.465,0.0,5.5150003,10.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.675,0.0,0.0,0.44,0.0,0.0,0.0
2020-04-23,8.755001,7.91,4.4549994,30.294998,27.78,0.0,0.995,1.3149999,0.0,0.0,0.0,0.0,0.0,17.539997,0.0,2.0549998,2.3449998,0.0,0.0,1.51
2020-04-24,2.0900002,5.3249993,0.255,8.930001,39.074997,0.0,0.7850001,0.51,0.46999997,0.0,0.0,0.055,0.0,5.8199987,0.0,3.0449996,15.049997,0.0,0.0,0.0
2020-04-25,14.730001,17.449999,0.84000003,7.1100006,10.055,0.0,1.3900001,0.855,0.0,0.13499999,1.15,0.099999994,0.0,12.580001,0.0,0.22999999,6.1800003,0.0,0.0,2.4049997
2020-04-26,2.4099998,9.91,36.004997,10.115,11.154999,0.0,0.0,0.005,4.549999,1.3399998,0.315,0.81500006,0.0,27.769999,0.0,0.089999996,0.044999998,0.0,0.0,2.3799996
2020-04-27,11.62,19.300003,13.959999,15.585001,2.91,0.505,2.6799996,9.489999,7.7299995,0.24499999,3.2699997,2.8700004,0.0,17.400002,0.0,3.05,6.09,0.8000001,0.0,39.335
2020-04-28,10.150001,6.29,6.629999,7.2299995,1.015,0.0,5.085,5.84,4.995,0.325,22.84,0.24000001,0.0,5.200001,0.425,4.39,13.34,0.0,0.0,5.6000004
2020-04-29,9.019999,20.574999,10.469999,21.11,7.459999,0.0,8.594999,5.14,0.645,5.5899997,0.0,4.645,0.0,14.855001,0.0,11.924999,3.975,0.0,0.0,55.784996
2020-04-30,9.004999,8.139999,4.2,24.674995,17.719997,0.0,11.360001,0.27999997,0.0,9.065,0.0,10.21,0.0,23.965002,0.015,2.6099997,15.870001,0.0,0.0,3.0949998
2020-05-01,60.735,12.504999,1.5800002,1.865,2.8899999,0.0,9.41,0.0,0.0,0.03,0.0,0.02,0.0,0.049999997,0.0,7.625,0.26,0.0,0.0,64.78499
2020-05-02,11.765,28.139997,0.59,3.755,7.8949995,0.0,3.4549994,0.0,0.0,8.114999,0.88,12.715,0.0,1.87,0.0,6.34,0.72499996,0.0,0.11,1.9
2020-05-03,10.990004,10.609997,0.63,25.835,25.704994,0.0,24.119999,0.0,0.0,1.1149999,0.21000001,0.97999996,0.0,5.165,0.0,62.660004,1.36,0.0,0.0,0.0
2020-05-04,2.9450004,21.859997,1.3,8.134999,8.134999,0.66999996,0.055,0.0,0.0,12.685,0.775,10.619999,0.0,30.925,0.06,0.065,0.074999996,0.0,0.59000003,0.0
2020-05-05,0.265,0.315,0.18,4.0399995,1.0,0.93499994,0.0,0.99499995,0.0,4.7349997,0.0,2.9499998,0.0,1.7200003,0.125,0.0,0.0,0.0,0.12499999,0.0
2020-05-06,6.3499994,1.7549999,5.004999,3.915,6.38,5.91,3.375,1.71,10.915,0.049999997,1.51,7.99,0.0,18.435001,0.74499995,0.0,0.0,0.0,13.029999,0.0
2020-05-07,0.48,14.335001,0.155,5.8750005,2.1499999,8.2,0.15,4.5350003,7.8199997,5.4599996,0.58,4.0650005,14.185,0.69499993,11.69,0.089999996,0.42000002,7.3450003,28.055,0.0
2020-05-08,1.045,1.03,0.07,19.214998,5.0999994,4.51,0.0,3.5549998,17.625,4.99,18.05,7.425,2.365,2.02,14.894999,0.0,0.0,6.6949987,29.899998,3.6000001
2020-05-09,34.034996,0.97999996,0.0,5.9849997,12.610001,0.425,1.675,0.26,4.4349995,12.409999,11.815001,9.11,3.815,3.88,9.765,0.0,0.0,0.044999998,0.235,0.0
2020-05-10,0.42999995,35.104996,4.54,1.6400001,7.4349995,0.0,1.3,0.0,7.629999,6.839999,0.0,37.409996,0.355,2.415,0.0,0.0,0.285,0.185,0.095,0.0
2020-05-11,2.385,0.905,0.155,0.715,0.074999996,0.0,0.0,0.0,0.0,23.75,0.089999996,7.83,0.0,1.4399998,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-12,0.0,0.0,0.099999994,0.0,0.375,0.0,0.0,0.0,0.0,0.23499998,0.0,0.0,0.0,0.120000005,0.0,0.0,0.0,0.0,0.04,0.0
2020-05-13,0.0,0.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56499994,0.0,0.0,0.0,0.0,3.78,0.0,0.0,0.0,9.504999,0.0
2020-05-14,0.17,0.015,0.0,0.0,0.0,8.245,0.06,0.0,4.1,6.8599997,6.1850004,0.375,6.14,0.0,6.13,0.0,0.0,0.0,11.475001,0.0
2020-05-15,15.51,0.0,6.89,0.085,0.65999997,0.14,0.0,1.32,12.605,0.099999994,14.35,11.234999,0.14,3.445,0.0,0.0,0.0,16.984999,11.815001,0.0
2020-05-16,9.92,20.405003,7.4399996,0.0,0.0,4.320001,0.0,0.015,24.924997,0.6999999,1.655,0.31,0.34999996,0.0,7.25,0.089999996,3.565,5.8300004,14.004999,2.9149997
2020-05-17,2.485,0.225,3.1400003,0.0,21.670002,23.185,0.23499998,1.325,16.175001,0.024999999,0.34499997,1.7449999,9.945,0.35500002,9.964999,0.49499997,2.2549999,9.780001,7.035,2.25
2020-05-18,6.1849995,11.495,0.68499994,0.0,5.0000005,10.490001,1.125,3.935,3.1100001,0.82000005,13.305,7.175,8.9349985,0.0,24.835,0.155,1.5549998,3.65,8.204999,0.63499993
2020-05-19,2.89,3.5600002,20.315,0.0,7.1000004,1.4599999,1.825,6.425,1.6700001,11.049999,0.305,0.27999997,0.02,0.0,0.61999995,0.66499996,0.065,0.02,0.29,5.975
2020-05-20,18.149996,33.585,5.345,3.5899997,26.720001,0.31999996,11.245,0.57,1.8399999,0.0,3.2200003,8.975,13.0650015,1.275,0.0,11.129999,0.074999996,19.015001,4.37,6.715
2020-05-21,7.7749996,1.24,10.765,0.565,3.48,6.160001,8.589999,0.155,13.625,10.410001,4.7949996,8.7699995,5.524999,0.0,6.075,1.3150002,0.0,2.315,11.779999,16.765001
2020-05-22,7.035,1.8050001,9.030001,0.0,7.28,0.39499998,3.3650002,1.6899998,8.185,6.2999997,1.535,8.619999,0.265,0.0,2.7749999,1.5999999,0.0,6.0250006,12.320002,0.015
2020-05-23,42.74501,0.985,1.195,0.0,1.6200001,9.374999,1.9450002,7.3299994,8.669999,2.46,19.644999,3.8249998,0.050000004,0.055,2.6399999,0.24000001,3.06,4.9,3.9599998,0.45
